nodenumber,x,y,p,pressure-coefficient,dynamic-pressure,absolute-pressure,total-pressure,velocity-magnitude,u,v
      9512, 8.995197196E-01,-9.163151714E-03, 1.017926034E+01, 7.386311358E-02, 2.997612829E+01, 1.013351793E+05, 4.015538863E+01, 6.989825597E+00, 6.973944002E+00, 4.709202519E-01
      9513, 9.040499596E-01,-9.147707472E-03, 1.051239486E+01, 7.628041619E-02, 3.427933032E+01, 1.013355124E+05, 4.479172517E+01, 7.477515652E+00, 7.460731997E+00, 5.007166664E-01
      9514, 9.582162188E-01,-9.147387839E-03, 1.515350073E+01, 1.099573749E-01, 5.529556570E+01, 1.013401535E+05, 7.044906642E+01, 9.500571809E+00, 9.481776260E+00, 5.973042403E-01
      9515, 9.792642195E-01,-9.127026941E-03, 1.778530478E+01, 1.290543658E-01, 5.802679513E+01, 1.013427853E+05, 7.581209991E+01, 9.732382859E+00, 9.715006791E+00, 5.812858493E-01
      9516, 9.414359906E-01,-9.102408976E-03, 1.346272342E+01, 9.768869601E-02, 5.138969104E+01, 1.013384627E+05, 6.485241446E+01, 9.158759972E+00, 9.139865524E+00, 5.879941954E-01
      9517, 9.206275706E-01,-9.091571625E-03, 1.174954660E+01, 8.525748101E-02, 4.402902994E+01, 1.013367495E+05, 5.577857655E+01, 8.476963175E+00, 8.458679362E+00, 5.564585677E-01
      9518, 8.899484518E-01,-9.088444791E-03, 9.478310417E+00, 6.877685564E-02, 7.803338037E+00, 1.013344783E+05, 1.728164845E+01, 3.310600871E+00, 3.302901345E+00, 2.256563761E-01
      9519, 9.502734573E-01,-9.068155954E-03, 1.430780476E+01, 1.038208055E-01, 5.334935465E+01, 1.013393078E+05, 6.765715941E+01, 9.331831563E+00, 9.312883489E+00, 5.943683738E-01
      9520, 9.696765664E-01,-9.039015311E-03, 1.651358643E+01, 1.198264775E-01, 5.657610558E+01, 1.013415136E+05, 7.308969201E+01, 9.609961821E+00, 9.591761589E+00, 5.911500882E-01
      9521, 9.349858968E-01,-9.021421128E-03, 1.289170208E+01, 9.354523052E-02, 4.903449550E+01, 1.013378917E+05, 6.192619758E+01, 8.946303393E+00, 8.927591965E+00, 5.783099269E-01
      9522, 9.280617163E-01,-9.017914644E-03, 1.232479456E+01, 8.943161582E-02, 4.659290394E+01, 1.013373248E+05, 5.891769850E+01, 8.720551105E+00, 8.702020176E+00, 5.682021977E-01
      9523, 9.809739682E-01,-9.006816225E-03, 1.802717188E+01, 1.308094105E-01, 5.770016440E+01, 1.013430272E+05, 7.572733628E+01, 9.704945836E+00, 9.687692845E+00, 5.784079999E-01
      9524, 9.928965162E-01,-9.006351008E-03, 1.997195242E+01, 1.449211967E-01, 5.840104822E+01, 1.013449720E+05, 7.837300064E+01, 9.763318546E+00, 9.746536875E+00, 5.721139596E-01
      9525, 9.606656638E-01,-8.976896623E-03, 1.543245587E+01, 1.119815392E-01, 5.492657712E+01, 1.013404325E+05, 7.035903299E+01, 9.468812691E+00, 9.450124823E+00, 5.945945938E-01
      9526, 8.948097963E-01,-8.975798610E-03, 9.835329085E+00, 7.136746729E-02, 1.737081815E+01, 1.013348353E+05, 2.720614724E+01, 5.287581599E+00, 5.275364275E+00, 3.592360164E-01
      9527, 9.049118181E-04,-8.974841588E-03, 7.690037662E+01, 5.580072680E-01, 6.091084879E+01, 1.014019004E+05, 1.378112254E+02, 9.939231219E+00, 6.844496399E+00,-7.201032922E+00
      9528, 9.166943770E-01,-8.967232867E-03, 1.145270426E+01, 8.310352297E-02, 4.096905799E+01, 1.013364527E+05, 5.242176225E+01, 8.176682068E+00, 8.158840274E+00, 5.398642866E-01
      9529,-5.891339610E-03,-8.944062937E-03, 9.451309015E+01, 6.858092710E-01, 4.357747719E+01, 1.014195131E+05, 1.380905673E+02, 8.414919867E+00, 7.399121470E+00,-3.996613944E+00
      9530, 9.943620286E-01,-8.903427352E-03, 2.029644243E+01, 1.472757727E-01, 5.802390439E+01, 1.013452964E+05, 7.832034682E+01, 9.732337660E+00, 9.715392607E+00, 5.739949969E-01
      9531, 8.995016052E-01,-8.897568754E-03, 1.017888888E+01, 7.386041817E-02, 2.440796825E+01, 1.013351789E+05, 3.458685713E+01, 6.300223593E+00, 6.285820330E+00, 4.257691319E-01
      9532, 9.717229900E-01,-8.895464497E-03, 1.677626115E+01, 1.217325072E-01, 5.622439362E+01, 1.013417763E+05, 7.300065477E+01, 9.580037048E+00, 9.561991876E+00, 5.877099416E-01
      9533, 9.444746980E-01,-8.894640131E-03, 1.374512475E+01, 9.973786665E-02, 5.103150726E+01, 1.013387451E+05, 6.477663201E+01, 9.126779621E+00, 9.107925539E+00, 5.863387177E-01
      9534, 9.826233835E-01,-8.890840905E-03, 1.826326005E+01, 1.325225219E-01, 5.738025321E+01, 1.013432633E+05, 7.564351326E+01, 9.677998216E+00, 9.660863617E+00, 5.756208258E-01
      9535, 8.899347782E-01,-8.888912752E-03, 9.478186971E+00, 6.877595988E-02, 2.549619063E+00, 1.013344782E+05, 1.202780603E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9536, 9.126207297E-01,-8.888160150E-03, 1.114801036E+01, 8.089259221E-02, 3.766493443E+01, 1.013361480E+05, 4.881294480E+01, 7.839359720E+00, 7.822055187E+00, 5.205882391E-01
      9537, 9.530017329E-01,-8.879777641E-03, 1.458948821E+01, 1.058647670E-01, 5.298320962E+01, 1.013395895E+05, 6.757269783E+01, 9.299746117E+00, 9.280888684E+00, 5.919246381E-01
      9538, 9.040300678E-01,-8.855563892E-03, 1.051199797E+01, 7.627753626E-02, 2.970144042E+01, 1.013355120E+05, 4.021343839E+01, 6.957707664E+00, 6.941982029E+00, 4.675259568E-01
      9539, 9.084011689E-01,-8.851721429E-03, 1.083518099E+01, 7.862262853E-02, 3.398357098E+01, 1.013358352E+05, 4.481875197E+01, 7.445177713E+00, 7.428546729E+00, 4.973564988E-01
      9540,-3.041716901E-02,-8.839518149E-03, 7.067283058E+01, 5.128187253E-01, 6.782316437E+01, 1.013956728E+05, 1.384959950E+02, 1.051934898E+01, 1.048797681E+01,-7.702408632E-01
      9541, 9.243965735E-01,-8.836398880E-03, 1.203878466E+01, 8.735626057E-02, 4.370384324E+01, 1.013370388E+05, 5.574262790E+01, 8.445595138E+00, 8.427416026E+00, 5.538359951E-01
      9542, 1.005240821E+00,-8.832868785E-03, 2.420313847E+01, 1.756236805E-01, 5.620213830E+01, 1.013492031E+05, 8.040527676E+01, 9.577667533E+00, 9.568032523E+00, 4.221524225E-01
      9543, 9.630285989E-01,-8.812079255E-03, 1.570823536E+01, 1.139826602E-01, 5.456229182E+01, 1.013407082E+05, 7.027052718E+01, 9.437353251E+00, 9.418779575E+00, 5.917898161E-01
      9544, 9.382508125E-01,-8.799542464E-03, 1.317588712E+01, 9.560734421E-02, 4.868546281E+01, 1.013381759E+05, 6.186134994E+01, 8.914400143E+00, 8.895757517E+00, 5.762153002E-01
      9545, 9.958968471E-01,-8.795461891E-03, 2.070741046E+01, 1.502578536E-01, 5.753600772E+01, 1.013457074E+05, 7.824341817E+01, 9.691113812E+00, 9.673912455E+00, 5.770521569E-01
      9546,-2.391212498E-01,-8.781947134E-03, 1.510698613E+01, 1.096198540E-01, 1.230008027E+02, 1.013401070E+05, 1.381077888E+02, 1.417086298E+01, 1.416743959E+01, 3.042376869E-01
      9547, 9.315696231E-01,-8.780383324E-03, 1.260760593E+01, 9.148376186E-02, 4.625996634E+01, 1.013376076E+05, 5.886757228E+01, 8.689332312E+00, 8.670905122E+00, 5.655948759E-01
      9548, 1.242328134E-03,-8.779296376E-03, 7.555964371E+01, 5.482785938E-01, 6.218922118E+01, 1.014005596E+05, 1.377488649E+02, 1.004273826E+01, 6.749473423E+00,-7.428847153E+00
      9549, 9.842148773E-01,-8.778941290E-03, 1.849767700E+01, 1.342235066E-01, 5.706610291E+01, 1.013434977E+05, 7.556377991E+01, 9.651463289E+00, 9.634441049E+00, 5.729431024E-01
      9550, 9.736971324E-01,-8.756872050E-03, 1.703562680E+01, 1.236145255E-01, 5.587788673E+01, 1.013420356E+05, 7.291351353E+01, 9.550463599E+00, 9.532573702E+00, 5.842726195E-01
      9551, 8.947947903E-01,-8.756310979E-03, 9.835072750E+00, 7.136560726E-02, 7.705654861E+00, 1.013348351E+05, 1.754072761E+01, 3.288949723E+00, 3.281329959E+00, 2.237496407E-01
      9552, 9.206011814E-01,-8.702722619E-03, 1.174854625E+01, 8.525022221E-02, 4.065587782E+01, 1.013367485E+05, 5.240442406E+01, 8.145363618E+00, 8.127627633E+00, 5.372298966E-01
      9553, 9.556336974E-01,-8.697512959E-03, 1.487166960E+01, 1.079123417E-01, 5.261735640E+01, 1.013398717E+05, 6.748902600E+01, 9.267575302E+00, 9.248811349E+00, 5.894333874E-01
      9554, 9.474061763E-01,-8.693534280E-03, 1.402556097E+01, 1.017727780E-01, 5.067574812E+01, 1.013390256E+05, 6.470130908E+01, 9.094903625E+00, 9.076101237E+00, 5.845104072E-01
      9555, 9.975717275E-01,-8.675659738E-03, 2.125120580E+01, 1.542037609E-01, 5.690248562E+01, 1.013462512E+05, 7.815369142E+01, 9.637592334E+00, 9.620132771E+00, 5.797016444E-01
      9556, 9.857512975E-01,-8.670923972E-03, 1.873015094E+01, 1.359103923E-01, 5.675586900E+01, 1.013437302E+05, 7.548601994E+01, 9.625190801E+00, 9.608261410E+00, 5.705941060E-01
      9557, 8.994851347E-01,-8.656129890E-03, 1.017858450E+01, 7.385820952E-02, 1.718762714E+01, 1.013351786E+05, 2.736621163E+01, 5.259457902E+00, 5.247366969E+00, 3.564222556E-01
      9558, 9.653080762E-01,-8.652793577E-03, 1.598082088E+01, 1.159606050E-01, 5.420277141E+01, 1.013409808E+05, 7.018359229E+01, 9.406201930E+00, 9.387751974E+00, 5.888415751E-01
      9559, 9.756015508E-01,-8.623092867E-03, 1.729120025E+01, 1.254690268E-01, 5.553714859E+01, 1.013422912E+05, 7.282834884E+01, 9.521292950E+00, 9.503554436E+00, 5.809066847E-01
      9560, 9.166703848E-01,-8.613733913E-03, 1.145185498E+01, 8.309736038E-02, 3.736441143E+01, 1.013364519E+05, 4.881626640E+01, 7.808015525E+00, 7.790831617E+00, 5.177334469E-01
      9561, 1.548146957E-03,-8.600028516E-03, 7.414976013E+01, 5.380481461E-01, 6.351481990E+01, 1.013991498E+05, 1.376645800E+02, 1.014923184E+01, 6.663486037E+00,-7.645887364E+00
      9562,-5.042655913E-03,-8.591414814E-03, 9.563919886E+01, 6.939805813E-01, 4.238680384E+01, 1.014206392E+05, 1.380260027E+02, 8.295387317E+00, 7.129126704E+00,-4.231953325E+00
      9563, 9.280326565E-01,-8.590182886E-03, 1.232386021E+01, 8.942483598E-02, 4.338352908E+01, 1.013373239E+05, 5.570738929E+01, 8.414582426E+00, 8.396506409E+00, 5.512489220E-01
      9564, 9.040119839E-01,-8.589978854E-03, 1.051160667E+01, 7.627469695E-02, 2.417596208E+01, 1.013355116E+05, 3.468756875E+01, 6.270165976E+00, 6.255906314E+00, 4.226309269E-01
      9565, 9.414005620E-01,-8.584871718E-03, 1.345990836E+01, 9.766826930E-02, 4.833686829E+01, 1.013384599E+05, 6.179677665E+01, 8.882422234E+00, 8.863822317E+00, 5.745209521E-01
      9566, 9.125989057E-01,-8.566798339E-03, 1.114741011E+01, 8.088823661E-02, 3.369940841E+01, 1.013361474E+05, 4.484681851E+01, 7.413975028E+00, 7.397482460E+00, 4.942448097E-01
      9567, 9.872364955E-01,-8.566522550E-03, 1.895795992E+01, 1.375634280E-01, 5.645090553E+01, 1.013439580E+05, 7.540886545E+01, 9.599293926E+00, 9.582416612E+00, 5.689437999E-01
      9568, 9.083813076E-01,-8.559575778E-03, 1.083470083E+01, 7.861914437E-02, 2.943872002E+01, 1.013358347E+05, 4.027342085E+01, 6.926850595E+00, 6.911269232E+00, 4.643445582E-01
      9569, 8.947811413E-01,-8.556777256E-03, 9.834978758E+00, 7.136492523E-02, 2.511957080E+00, 1.013348350E+05, 1.234693584E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9570, 9.349538331E-01,-8.550922861E-03, 1.289017246E+01, 9.353413121E-02, 4.592686324E+01, 1.013378902E+05, 5.881703570E+01, 8.657984911E+00, 8.639643351E+00, 5.632605758E-01
      9571, 4.052592856E+00,-8.529169887E-03, 2.013176640E-01, 1.460808446E-03, 1.304913492E+02, 1.013252013E+05, 1.306926669E+02, 1.459613021E+01, 1.459601780E+01,-5.727158117E-02
      9572, 9.994778135E-01,-8.528609088E-03, 2.199594558E+01, 1.596077684E-01, 5.601475549E+01, 1.013469959E+05, 7.801070107E+01, 9.562052941E+00, 9.544677251E+00, 5.759359435E-01
      9573, 9.581727184E-01,-8.521211331E-03, 1.515294259E+01, 1.099533249E-01, 5.225334046E+01, 1.013401529E+05, 6.740628305E+01, 9.235454740E+00, 9.216785092E+00, 5.869304859E-01
      9574, 9.502341877E-01,-8.498885460E-03, 1.430625221E+01, 1.038095398E-01, 5.032003660E+01, 1.013393063E+05, 6.462628881E+01, 9.062919418E+00, 9.044184835E+00, 5.824282586E-01
      9575, 9.675070423E-01,-8.498897265E-03, 1.625036502E+01, 1.179164808E-01, 5.384786358E+01, 1.013412504E+05, 7.009822859E+01, 9.375348669E+00, 9.357031422E+00, 5.857573320E-01
      9576, 9.774387122E-01,-8.493981852E-03, 1.754262941E+01, 1.272934561E-01, 5.520240112E+01, 1.013425426E+05, 7.274503054E+01, 9.492548044E+00, 9.474953341E+00, 5.776738840E-01
      9577, 9.886762538E-01,-8.465332995E-03, 1.918469721E+01, 1.392086872E-01, 5.615516831E+01, 1.013441847E+05, 7.533986552E+01, 9.574107437E+00, 9.557253279E+00, 5.678094449E-01
      9578, 9.243701791E-01,-8.447550231E-03, 1.203776717E+01, 8.734887744E-02, 4.034933296E+01, 1.013370378E+05, 5.238710013E+01, 8.114590935E+00, 8.096954032E+00, 5.347147216E-01
      9579, 8.994701581E-01,-8.436640250E-03, 1.017837349E+01, 7.385667841E-02, 7.614909594E+00, 1.013351784E+05, 1.779328309E+01, 3.268730563E+00, 3.261196829E+00, 2.217986341E-01
      9580, 1.825132696E-03,-8.435400067E-03, 7.269329787E+01, 5.274797125E-01, 6.486202402E+01, 1.013976933E+05, 1.375553219E+02, 1.025654798E+01, 6.584824415E+00,-7.852143117E+00
      9581,-9.804949697E-01,-8.390444450E-03, 2.510080536E+00, 1.821373632E-02, 1.355993170E+02, 1.013275101E+05, 1.381093976E+02, 1.487906662E+01, 1.487822759E+01, 1.579402025E-01
      9582, 9.444391815E-01,-8.377108895E-03, 1.374223223E+01, 9.971687784E-02, 4.799041371E+01, 1.013387422E+05, 6.173264594E+01, 8.850525482E+00, 8.831958560E+00, 5.729788100E-01
      9583, 9.792109977E-01,-8.369394321E-03, 1.778953697E+01, 1.290850755E-01, 5.487429540E+01, 1.013427895E+05, 7.266383237E+01, 9.464289118E+00, 9.446825830E+00, 5.746560465E-01
      9584, 1.008108941E+00,-8.368039406E-03, 2.503876076E+01, 1.816871529E-01, 5.224652808E+01, 1.013500388E+05, 7.728528884E+01, 9.217719156E+00, 9.210879048E+00, 3.501118998E-01
      9585, 9.900795144E-01,-8.366727896E-03, 1.941942631E+01, 1.409119370E-01, 5.584789963E+01, 1.013444194E+05, 7.526732594E+01, 9.547996843E+00, 9.531094805E+00, 5.678473917E-01
      9586, 9.315405281E-01,-8.352653962E-03, 1.260641750E+01, 9.147513830E-02, 4.306674702E+01, 1.013376064E+05, 5.567316451E+01, 8.383798363E+00, 8.365817395E+00, 5.487914400E-01
      9587, 9.606220769E-01,-8.350726125E-03, 1.543209986E+01, 1.119789559E-01, 5.189260672E+01, 1.013404321E+05, 6.732470658E+01, 9.203513028E+00, 9.184940254E+00, 5.843925226E-01
      9588, 9.696283415E-01,-8.350247269E-03, 1.651680928E+01, 1.198498633E-01, 5.349770485E+01, 1.013415168E+05, 7.001451413E+01, 9.344808414E+00, 9.326630104E+00, 5.825809067E-01
      9589, 9.205771958E-01,-8.349223213E-03, 1.174752138E+01, 8.524278553E-02, 3.707312695E+01, 1.013367475E+05, 4.882064833E+01, 7.777513915E+00, 7.760430979E+00, 5.152014346E-01
      9590, 9.039955434E-01,-8.348537949E-03, 1.051128993E+01, 7.627239856E-02, 1.701256696E+01, 1.013355113E+05, 2.752385688E+01, 5.232432447E+00, 5.220466124E+00, 3.536697987E-01
      9591, 9.382186830E-01,-8.329048695E-03, 1.317358633E+01, 9.559064912E-02, 4.559222241E+01, 1.013381736E+05, 5.876580874E+01, 8.626377725E+00, 8.608095135E+00, 5.613265700E-01
      9592, 1.001736980E+00,-8.321406319E-03, 2.300556395E+01, 1.669337973E-01, 5.470541833E+01, 1.013480056E+05, 7.771098228E+01, 9.449453687E+00, 9.433254011E+00, 5.524876479E-01
      9593, 9.529623665E-01,-8.310513833E-03, 1.458808604E+01, 1.058545926E-01, 4.996357435E+01, 1.013395881E+05, 6.455166039E+01, 9.030753988E+00, 9.012096559E+00, 5.801950641E-01
      9594, 9.083632531E-01,-8.293988736E-03, 1.083424836E+01, 7.861586112E-02, 2.395442569E+01, 1.013358342E+05, 3.478867405E+01, 6.241329904E+00, 6.227203067E+00, 4.196907309E-01
      9595, 9.166485773E-01,-8.292370983E-03, 1.145100927E+01, 8.309122373E-02, 3.342501051E+01, 1.013364510E+05, 4.487601978E+01, 7.383719498E+00, 7.367341896E+00, 4.915140904E-01
      9596, 2.075773708E-03,-8.283881830E-03, 7.121471994E+01, 5.167508023E-01, 6.618833334E+01, 1.013962147E+05, 1.374030533E+02, 1.036135640E+01, 6.513054677E+00,-8.044805627E+00
      9597, 9.125790681E-01,-8.274651077E-03, 1.114681509E+01, 8.088391903E-02, 2.918655225E+01, 1.013361468E+05, 4.033336734E+01, 6.897102889E+00, 6.881651863E+00, 4.614056044E-01
      9598,-4.271414070E-03,-8.270134717E-03, 9.648887779E+01, 7.001460520E-01, 4.148350358E+01, 1.014214889E+05, 1.379723814E+02, 8.202411845E+00, 6.872500408E+00,-4.469960817E+00
      9599, 9.914599607E-01,-8.269745947E-03, 1.967396037E+01, 1.427588961E-01, 5.552127605E+01, 1.013446740E+05, 7.519523642E+01, 9.519690833E+00, 9.502682567E+00, 5.687624486E-01
      9600, 9.809207201E-01,-8.249185456E-03, 1.803102206E+01, 1.308373483E-01, 5.455398770E+01, 1.013430310E+05, 7.258500976E+01, 9.436620184E+00, 9.419277081E+00, 5.718377387E-01
      9601, 8.994565389E-01,-8.237104494E-03, 1.017829003E+01, 7.385607281E-02, 2.476199030E+00, 1.013351783E+05, 1.265448906E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9602,-2.007482783E-02,-8.207156698E-03, 8.290221910E+01, 6.015580524E-01, 5.556639095E+01, 1.014079022E+05, 1.384686101E+02, 9.518943344E+00, 9.413553026E+00,-1.380847086E+00
      9603, 9.716747190E-01,-8.206699675E-03, 1.677985077E+01, 1.217585543E-01, 5.315254824E+01, 1.013417799E+05, 6.993239901E+01, 9.314606424E+00, 9.296570895E+00, 5.793504676E-01
      9604, 9.280062438E-01,-8.201335468E-03, 1.232278712E+01, 8.941704942E-02, 4.004702737E+01, 1.013373228E+05, 5.236981450E+01, 8.084128564E+00, 8.066587986E+00, 5.322510857E-01
      9605, 9.629849344E-01,-8.185914163E-03, 1.570833897E+01, 1.139834120E-01, 5.153603593E+01, 1.013407083E+05, 6.724437489E+01, 9.171830351E+00, 9.153361070E+00, 5.817581848E-01
      9606, 9.473705690E-01,-8.176009287E-03, 1.402308287E+01, 1.017547964E-01, 4.764548110E+01, 1.013390231E+05, 6.166856397E+01, 8.818653466E+00, 8.800128621E+00, 5.712970526E-01
      9607, 9.928379826E-01,-8.172954397E-03, 1.994224286E+01, 1.447056171E-01, 5.522651803E+01, 1.013449422E+05, 7.516876089E+01, 9.494782512E+00, 9.477587181E+00, 5.711348179E-01
      9608, 2.302302650E-03,-8.144035868E-03, 6.973829382E+01, 5.060375062E-01, 6.745031342E+01, 1.013947383E+05, 1.371886072E+02, 1.046023211E+01, 6.442223419E+00,-8.225203843E+00
      9609, 9.825701100E-01,-8.133211921E-03, 1.826729252E+01, 1.325517825E-01, 5.424097817E+01, 1.013432673E+05, 7.250827070E+01, 9.409503162E+00, 9.392272605E+00, 5.691591069E-01
      9610, 9.039805966E-01,-8.129046274E-03, 1.051107132E+01, 7.627081228E-02, 7.528581739E+00, 1.013355111E+05, 1.803965306E+01, 3.249365898E+00, 3.241915790E+00, 2.199105970E-01
      9611, 9.555942376E-01,-8.128255619E-03, 1.487026164E+01, 1.079021253E-01, 4.960722362E+01, 1.013398703E+05, 6.447748526E+01, 8.998483623E+00, 8.979906975E+00, 5.779021054E-01
      9612, 9.349246891E-01,-8.123196837E-03, 1.288844453E+01, 9.352159298E-02, 4.274948718E+01, 1.013378884E+05, 5.563793171E+01, 8.352853533E+00, 8.334948404E+00, 5.466213018E-01
      9613, 9.413683574E-01,-8.114383077E-03, 1.345701839E+01, 9.764729899E-02, 4.525724976E+01, 1.013384570E+05, 5.871426815E+01, 8.594622334E+00, 8.576374556E+00, 5.597579481E-01
      9614, 9.243461894E-01,-8.094051099E-03, 1.203670252E+01, 8.734115209E-02, 3.678750032E+01, 1.013370367E+05, 4.882420284E+01, 7.747487166E+00, 7.730497501E+00, 5.128006784E-01
      9615, 9.942431350E-01,-8.074273108E-03, 2.024212056E+01, 1.468816004E-01, 5.486438204E+01, 1.013452421E+05, 7.510650261E+01, 9.463410685E+00, 9.445916675E+00, 5.750888393E-01
      9616, 9.736488241E-01,-8.068109846E-03, 1.703928887E+01, 1.236410984E-01, 5.281266132E+01, 1.013420393E+05, 6.985195020E+01, 9.284769594E+00, 9.266876880E+00, 5.761277735E-01
      9617, 9.083468415E-01,-8.052545865E-03, 1.083389040E+01, 7.861326371E-02, 1.684576189E+01, 1.013358339E+05, 2.767965229E+01, 5.206550673E+00, 5.194699699E+00, 3.510904943E-01
      9618, 9.205553955E-01,-8.027859796E-03, 1.174651705E+01, 8.523549784E-02, 3.315886491E+01, 1.013367465E+05, 4.490538196E+01, 7.354254216E+00, 7.337972131E+00, 4.891003742E-01
      9619, 9.652643433E-01,-8.026633261E-03, 1.598148461E+01, 1.159654212E-01, 5.118385677E+01, 1.013409815E+05, 6.716534138E+01, 9.140429883E+00, 9.122073125E+00, 5.789898219E-01
      9620, 9.841613174E-01,-8.021332436E-03, 1.849976819E+01, 1.342386807E-01, 5.393421677E+01, 1.013434998E+05, 7.243398496E+01, 9.382851589E+00, 9.365715749E+00, 5.667876160E-01
      9621, 2.506706523E-03,-8.014486161E-03, 6.829430544E+01, 4.955595859E-01, 6.783922688E+01, 1.013932943E+05, 1.361335323E+02, 1.049215620E+01, 6.324356767E+00,-8.355461133E+00
      9622, 9.125610363E-01,-8.009062492E-03, 1.114627135E+01, 8.087997353E-02, 2.374185704E+01, 1.013361463E+05, 3.488812839E+01, 6.213533998E+00, 6.199526801E+00, 4.169792217E-01
      9623, 1.004515378E+00,-8.003424478E-03, 2.429750822E+01, 1.763084497E-01, 5.294157296E+01, 1.013492975E+05, 7.723908118E+01, 9.295699099E+00, 9.284360329E+00, 4.526802685E-01
      9624, 9.166287559E-01,-8.000222617E-03, 1.145021408E+01, 8.308545367E-02, 2.894306818E+01, 1.013364502E+05, 4.039328226E+01, 6.868256907E+00, 6.852913987E+00, 4.588269389E-01
      9625, 9.501984894E-01,-7.981366736E-03, 1.430413431E+01, 1.037941719E-01, 4.730024404E+01, 1.013393041E+05, 6.160437835E+01, 8.786637098E+00, 8.768168225E+00, 5.693963358E-01
      9626,-3.570590431E-03,-7.977332892E-03, 9.710409970E+01, 7.046102473E-01, 4.082969684E+01, 1.014221041E+05, 1.379337965E+02, 8.133119526E+00, 6.625331707E+00,-4.711386580E+00
